name,top_keywords,x,y,discipline_en,discipline_sp
"Cafaro, Vanina","scheduling, pipeline, operations, wells, pipelines, milp, prioritizing",-4.5847144,2.8316903,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Caferri, Juana","estudiantes, invertida, vhe, aula, a450nm, prácticos, trabajos",2.4905043,-1.4635825,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Caffaratti, Marina","bitch, pharmacovigilance, vulval, da, whelping, reproductive, dogo",-0.76690465,5.1283317,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Caffaratti, Sandra Ester","cr, domingensis, wetlands, vi, typha, om, fwsws",2.8116152,3.6044233,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Caffaro, María Eugenia","bola, blv, drb3, brucella, irf3, goats, proviral",2.2031217,-1.543357,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Caffaro, Maria Marta","soils, ptprt, cropped, uncropped, stocks, land, phosphorus",3.2992885,2.646078,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Caffaro, Matias Exequiel","drb3, alleles, bos, slc11a1, bola, fuscus, holstein",2.4716327,-1.6697854,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Caffe, Pablo Jorge","puna, rocks, magmas, magma, volcanic, li, andesites",5.514057,6.3925343,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Cafferata, Eduardo Gustavo Alfredo","cftr, tumor, crad, oncolytic, tumors, cancer, retinoblastoma",-0.80614924,-1.862059,Cell Biology & Oncology,Biología celular
"Cafferata, Lazaro","ascaridol, ascaridole, paico, dtbp, ambrosioides, rp, alcohol",-3.7921932,-1.1077025,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Cafferata, María Luisa","syphilis, hiv, lac, screenings, pvb, ccd, ucb",-0.7441901,4.021396,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Caffetti, Jacqueline Diana","86sr, 87sr, water, hq, sr, acículas, estuary",4.1597195,4.024752,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Caffini, Nestor Oscar","bromelain, proteolytic, ammatory, philibertain, macrodontes, bh, cysteine",1.9666361,0.42124978,Agronomy & Plant Sciences,Botánica y agronomía
"Cafieri, Joaquín","schlieren, ɛndt, magmatism, 86srt, mafic, 711, granodiorite",5.6341534,6.428239,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Cafiero, Juan Hilario","pertussis, artemisinin, actj, mgtc, meliloti, actjk, yuanmingense",1.5375981,-0.7035626,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Cafiero, Mariana Belén","avon, sexuada, tesinas, valorization, valorización, company, sexed",-0.829107,6.7323346,Social Sciences & Humanities,Ciencias sociales y humanidades
"Cafrune, Eva Encarnacion","garlic, infected, scylv, garv, virus, plants, vf",3.9902875,0.17667736,Agronomy & Plant Sciences,Botánica y agronomía
"Cafrune, Maria Mercedes","nymphs, ticks, tigrinum, moulting, musteloides, rabbits, fed",3.5321138,-1.1400528,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Cafure, Antonio Artemio","polynomials, hypersurfaces, matemática, polinomios, irreducibility, mathematics, recíprocos",-6.021571,2.9090059,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Cagel, Carlos Maximiliano","micelles, mixed, tpgs, dox, methotrexate, micellar, soluplus",-2.7199597,-0.56874967,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Caggia, Luis Mauricio","reservas, bancario, financial, informal, workers, acumulación, crédito",-0.029695045,6.199709,Social Sciences & Humanities,Ciencias sociales y humanidades
"Caggiano, Antonio","cementitious, concrete, pcm, numerical, fracture, thermal, rbas",-4.442054,1.0818608,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Caggiano, Maria Amanda","chivilcoy, trigo, atahona, noria, estancia, casco, arqueológico",2.7655802,7.7830615,Social Sciences & Humanities,Ciencias sociales y humanidades
"Caggiano, Sergio","racismo, nationality, migrant, ciudad, imaginación, migrantes, argentina",0.20354989,7.5572786,Social Sciences & Humanities,Ciencias sociales y humanidades
"Cagliero, Joaquina","cefiec, fs, pituitary, fceyn, cells, folliculostellate, endocrine",-0.7549783,-0.7245881,Cell Biology & Oncology,Biología celular
"Cagliero, Leandro Roberto","lie, algebra, algebras, cohomology, nilpotent, let, lr",-6.244536,3.1463716,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Cagnacci, Yago Javier","spectral, wznw, ads3, correlators, flow, correlator, conformal",-6.185941,1.6485711,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Cagnasso, Carolina Elisa","proteins, milk, elisa, ingredients, feso4, egg, fenaedta",1.2208006,0.9521136,Agronomy & Plant Sciences,Botánica y agronomía
"Cagnetta, Gonzalo Emanuel","dressings, nps, pis, cp, metac, wound, polymerization",-3.7444873,-0.51746714,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Cagni, Horacio Carlos","guerra, war, vietnam, conflicto, communism, comunismo, nación",-0.34619278,8.299664,Social Sciences & Humanities,Ciencias sociales y humanidades
"Cagnina, Leticia Cecilia","pso, opinions, cludipso, deceptive, textos, minería, swarm",-4.1016703,3.3328528,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Cagnola, Edgardo Alberto","tda, rhcl, heptyne, catalyst, hexylamine, pdcl2, lindlar",-4.6670094,-1.2480232,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Cagnola, Juan Ignacio","flowering, ft, arabidopsis, expression, fr, maize, stresses",3.4264936,0.53887105,Agronomy & Plant Sciences,Botánica y agronomía
"Cagnoli, Claudia Ines","fetus, campylobacter, enfermedades, bovinos, diagnóstico, semen, infecciosas",2.79686,-1.3459024,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Cagnoli, Maria Virginia","catalysts, sba, tropsch, mcm, iron, fischer, fe2o3",-4.653291,-0.7201262,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Cagnolo, Luciano","species, habitat, network, networks, forest, trophic, fragments",5.037493,2.3157916,Agronomy & Plant Sciences,Botánica y agronomía
"Cagnolo, Mara Beatriz","pig, biogás, biogas, screenings, corn, slurry, lacaracterización",1.8714726,1.9206674,Agronomy & Plant Sciences,Botánica y agronomía
"Cagnolo, Susana Raquel","quinquefasciatus, aegypti, bacteriophora, juveniles, heterorhabditis, infective, infectivos",5.0812035,0.60575485,Agronomy & Plant Sciences,Botánica y agronomía
"Cagnoni, Alejandro","gal, galectin, lectin, cov, sars, glycoclusters, gal1",-0.21659836,-1.6557965,Cell Biology & Oncology,Biología celular
"Cagnoni, Mariana Celina","honey, isotopic, meat, soil, spinicaudatan, water, 86sr",3.4389749,7.314041,Social Sciences & Humanities,Ciencias sociales y humanidades
"Cagnotti, Cynthia Lorena","absoluta, eupyrene, tuta, tomato, cerealella, rai, nymphs",5.371506,1.3068502,Agronomy & Plant Sciences,Botánica y agronomía
"Cahe, Emiliano Javier","adelia, promethee, ruf, rural, eufemia, vision, fur",1.2986822,6.6789823,Social Sciences & Humanities,Ciencias sociales y humanidades
"Cahiza, Pablo Andres","rioja, velasco, barros, anjullón, castro, chañarcito, uchuquita",2.8566246,7.9008217,Social Sciences & Humanities,Ciencias sociales y humanidades
"Cahn, P","hcv, hiv, 24h, cart, rna, cd8tc, patients",1.6430918,-2.860123,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Cahn, Pedro","hiv, cd8, cart, nk, cells, tb, viral",1.6264691,-2.8080733,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Caiafa, César Federico","tensor, eeg, signals, method, data, datasets, completion",-3.929682,2.9954274,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Caicedo Cavagnis, Estefanía Elena","sports, escala, propensity, panas, sport, afecto, propensión",-1.9331017,5.4407473,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Caichug Rivera, Daniela Margoth","burnout, cedecor, veracidades, síndrome, ciencias, capitulo, syndrome",-2.0675344,6.4415607,Social Sciences & Humanities,Ciencias sociales y humanidades
"Caif, Fernando","tsoa, oae, stressed, chlorazepate, dipotassium, ocaq, vh",-1.4712777,0.3689361,Cell Biology & Oncology,Biología celular
"Caillava, Ana Josefina","acra, o157, chikv, o111, baculovirus, o103, o26",1.5764301,-1.455662,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Caille, Adriana M","sperm, tubal, grp78, pellucida, mannose, zona, spermatozoa",-0.18840812,1.6733339,Cell Biology & Oncology,Biología celular
"Caille, Adriana María","sperm, upa, anxa, macs, tubal, human, cumulus",-0.17274044,1.7159448,Cell Biology & Oncology,Biología celular
"Caille, Guillermo Martín","cables, warp, seabirds, hauls, mitigation, patagonia, cable",5.2600675,4.212759,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Cailly Arnulphi, Verónica Beatríz","condor, perception, gryphus, vultur, cóndor, andean, people",5.3203616,2.9393108,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Caimari, Lila Maria","cable, news, policía, informativa, aires, buenos, diarios",-0.2570657,7.955315,Social Sciences & Humanities,Ciencias sociales y humanidades
"Caimi, Ayelen Tatiana","imq, aud2, aud, lud2, lud, tópica, sod",-2.7590556,-0.44298384,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Caimi, Karina Cynthia","leptospira, leptospirosis, typing, interrogans, mlst, pomona, bovine",3.7151244,-1.7042544,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Caimi, Mario Pedro Miguel","schematism, categories, diccionario, time, kant, determinations, receives",-1.5275372,8.727837,Social Sciences & Humanities,Ciencias sociales y humanidades
"Caimmi, Brian","incidents, traffic, waze, incidentes, twitter, social, networks",-4.18925,3.502408,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Caimmi, Nuria","comedores, paisanos, legumbrerías, food, cartographie, epass, social",0.8174124,6.128942,Social Sciences & Humanities,Ciencias sociales y humanidades
"Cainelli, Mauro","nitrofuran, dienes, solvent, cycloaddition, irradiation, reaction, dienophilic",-3.5243597,-1.377228,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Cainelli, Sofía","hace2, k18, cows, conception, tg, dairy, il",0.060065757,1.5118803,Cell Biology & Oncology,Biología celular
"Cainzos Gelabert, Maximiliano Guillermo","diatoms, marchantia, heat, anhydrases, polymorpha, subunits, ancestral",3.247106,0.035967436,Agronomy & Plant Sciences,Botánica y agronomía
"Cainzos, Maximiliano","nad2, emb2794, ppr, pollen, pentatricopeptide, splicing, wall",3.323988,0.08157941,Agronomy & Plant Sciences,Botánica y agronomía
"Cainzos, Romina Paola","ehrlichia, dogs, ehrlichiosis, ps, fc, perros, proteinograma",3.0327442,-1.2015021,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Cairo, Fernando","ltrs, hcc, rad26, 1273, hccs, mmf, surveillance",1.5823188,-3.0855968,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Cairo, María Emilia","cicero, eneida, clodius, cicerón, fatum, libertas, aeneid",-1.0982153,9.269107,Social Sciences & Humanities,Ciencias sociales y humanidades
"Cairo, Samanta Lis","insuficientemente, insufficiently, anfibios, 2000, melanophryniscus, threatened, endangered",5.9304852,3.1155543,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Cairoli, H","cnaf, hfnc, oxigenoterapia, hospitalized, ucip, picu, pims",-1.0932766,4.513028,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Cairoli, Victoria","hcv, chc, th17, fibrosis, liver, chb, lymphocytes",1.6149518,-3.0796661,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Caisso, Lucía","popular, bachillerato, educational, córdoba, social, docentes, educativas",-1.5771363,7.023014,Social Sciences & Humanities,Ciencias sociales y humanidades
"Caivano, Jose Luis Ricardo","color, cesía, realidad, signo, visual, imagen, cesia",1.1203301,4.8871927,Social Sciences & Humanities,Ciencias sociales y humanidades
"Cajade, Rodrigo","species, campanulata, argenteohyla, siemersi, argentina, entomofauna, papillae",6.109875,3.2551818,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Cajal, Andrea","bat26, methylation, asd, line1, cancer, colorectal, autism",-0.7589906,-2.155051,Cell Biology & Oncology,Biología celular
"Cajal, Jorgelina Anahi","estero, santiago, social, labor, workers, unse, trabajadores",-0.19370897,6.878043,Social Sciences & Humanities,Ciencias sociales y humanidades
"Cajal, Pamela","mcmaster, kato, flotac, katz, lumbricoides, stercoralis, mini",3.6237378,-1.4815913,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Cajal, Silvana P","sth, sanitation, leishmaniasis, infection, tl, leishmania, tegumentary",3.7184298,-1.4544069,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Cajal, Silvana Pamela","leishmaniasis, pcr, leishmania, smears, flebótomos, stercoralis, lst",3.7706816,-1.4498974,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Cajiao Checchin, Valentina Chiara","nt, micropatches, eos, ag, dental, tio2, applications",-4.3259234,-0.49480468,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Cala Gómez, Luis Javier","heterofused, chemistry, thiazolo, green, μm, pyrazinedione, hybrids",-3.417933,-1.3811662,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calá, Carla Daniela","ael, regional, crisis, industrial, competitividad, competitiveness, fuego",0.4991735,6.376269,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calabrese, Graciela","musgos, mosses, boaria, maytenus, germinación, water, bosque",3.772356,3.997571,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calabrese, Graciela Cristina","dermatan, pecs, pn2a, ctenitoxin, abu, sulfate, gyfwiawyklan",0.42242298,-0.66742,Cell Biology & Oncology,Biología celular
"Calabrese, M","et1, niftp, tsh, lt4, pcrus, ait, patients",-1.2844853,1.5840151,Cell Biology & Oncology,Biología celular
"Calabresi, Corina Valeria","psicología, luis, constitución, san, historia, ortodoxias, puntana",-1.4868785,5.988266,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calabró López, María Valeria","mitochondrial, epicatechin, endotoxemia, ua, spc, redox, liposomes",-0.71359366,0.15724508,Cell Biology & Oncology,Biología celular
"Calabró López, Roberto Ariel","hydrocarbon, biopile, biopiles, fm, carlini, biotecnología, bacterial",2.4208372,1.8272656,Agronomy & Plant Sciences,Botánica y agronomía
"Calabró, Arnoldo","eg95, sheep, vaccination, vaccinated, vaccine, latrodectus, goats",3.51603,-1.9750863,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Calabró, Horacio Daniel","roof, girder, buckling, loads, tanques, wind, almacenamiento",-4.7028527,1.3298314,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calafat, Mario Jose","vip, nod, glands, mice, aba, trophoblast, selenium",-0.24877438,0.4697991,Cell Biology & Oncology,Biología celular
"Calafell Sala, Núria","menstrual, valenzuela, mujeres, bordado, cuerpo, luisa, facebook",-0.9344529,7.6931767,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calamante, Cinthia Carolina","psomophis, genimaculatus, chaco, scorpioides, pitviper, giraudo, herpetol",6.13258,2.687016,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calamante, Gabriela","mva, virus, cnpv, vp2, recombinant, mva85a, vaccinia",2.1178215,-2.0296302,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Calamari, Marina Laura","conectar, programa, igualdad, digital, tic, programme, laptop",-1.242747,6.805338,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calamari, Noelia Cecilia","îlots, espinal, wetland, bird, forest, grazing, land",4.49928,3.0753968,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calambás Pulgarín, Heidy Lorena","al2o3, psz, doped, zro2, alumina, zirconia, nh4pa",-4.879928,-0.26441437,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calambas Pulgarin, Heydy Lorena","zro2, vol, ageing, osteogenic, tsz, yza, 3y",-4.899545,-0.19805302,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calandra, Horacio Adolfo","chaco, pilcomayo, lamenza, bermejo, paraguay, arqueológico, prehispánico",2.4277425,7.9182334,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calandra, Manuel","fear, covid, anxiety, 19, depression, 19s, depressive",-1.3438139,5.1406384,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Calandra, Manuel Santiago","covid, fear, fluidez, fluency, 19, retest, fiabilidad",-1.3708367,5.0608964,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Calandra, Maria Valeria","sir, turbulent, cpm, modelo, flow, datos, hamer",-4.7865295,2.2231581,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calandra, Ricardo Saul","testicular, leydig, melatonin, cells, hamster, cox2, expression",-0.42962697,1.4117403,Cell Biology & Oncology,Biología celular
"Calandrelli, Matías","ci, obesity, women, 95, hypertension, men, cone",-0.9022341,4.161124,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Calandrelli, Matías Enrique","biventricular, cvd, ccr, ef, cardiac, crc, drinkers",-0.76318353,4.2684283,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Calandri, Edgardo Luis","quinoa, flour, gluten, flours, protein, arl, proteínas",1.3741987,1.1258755,Agronomy & Plant Sciences,Botánica y agronomía
"Calandri, Ismael","cognitive, mci, dementia, covid, alzheimer, amyloid, 19",-2.116377,3.660088,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Calandri, Ismael Luis","superidosos, dementia, condução, pafs, demência, ordt, com",-2.1353457,3.8408575,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Calandria, María Sol","infanticide, infanticidio, 1921, 1887, mujeres, aires, buenos",-0.69674855,7.4608736,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calandrini, Guillermo Luis","weed, rigidum, sowing, roth, villosa, vicia, iwm",3.5630245,2.0938442,Agronomy & Plant Sciences,Botánica y agronomía
"Calandrón, Julieta Sabrina","police, policía, prefectura, policías, policial, naval, seguridad",-0.36908454,7.7609415,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calandrón, Paula Daniela","heras, josé, archaeological, valdés, península, fort, arqueológico",2.7444882,7.9362,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calanni, Juan Salvador","rpe, retinal, optic, neuritis, amd, scgx, visual",-1.7066308,-0.47136799,Cell Biology & Oncology,Biología celular
"Calarco, Gabriel Alejandro","alexandre, caballero, xml, tei, bravor, edición, busa",-0.4964266,8.957115,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calarco, Nicolás Ezequiel","sensor, nondiffractive, ndb, photodetector, photodiodes, diffractive, encoder",-5.2250056,1.5495503,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calatayu, Federico","wood, maytenus, cuezzoi, viscifolia, iawa, anatomy, schinopsis",4.4990377,2.1685743,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calatayud, Cecilia Alicia","cuprizone, asts, stx1, lps, stx, sensitized, hus",1.5437062,-1.5118206,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Calaza, Florencia Carolina","au, 111, co2, ceo2, hydrogenation, oxygen, pdi",-4.7373104,-1.1088011,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calbacho Rosa, Lucía Soledad","sperm, copulatory, copulation, courtship, males, pluchei, females",6.0869117,2.182822,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calcaferro, Leila Magdalena","stars, pulsating, wds, white, dwarfs, stellar, j0349",-7.8805375,1.6109384,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calcagno, Duilio Lorenzo","apagones, sadi, kyoto, parís, paris, climate, climático",1.1469136,5.86851,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calcagno, Esteban","auditory, distance, bandoneon, sound, perception, visual, sonoro",-3.3808618,3.4636867,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Calcagno, Graciela","lek, fraterculus, tuc, lab, sterility, anastrepha, irradiation",5.6308393,1.3779814,Agronomy & Plant Sciences,Botánica y agronomía
"Calcagno, Javier Ángel","brooding, gregaria, santolla, females, species, subrugosa, beagle",5.087382,4.175101,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calcagno, M","haemolytica, multocida, dcl, lista, dta, diferido, palabras",-2.2425103,3.8073437,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Calcagno, Marcela Adriana","spiralis, trichinella, pd, aw, infection, larvae, trichinellosis",3.1710103,-1.5231541,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Calcagno, María de Luján","1r, stromal, breast, igf, prognostic, spindle, cancer",-1.2438596,-2.1407974,Cell Biology & Oncology,Biología celular
"Calcagno, María Luján","remyelination, demyelination, jagged1, notch, thyroid, contactin, ol",-1.178438,1.6265091,Cell Biology & Oncology,Biología celular
"Calcaterra, Luis Alberto","ant, auropunctata, invicta, species, obscurithorax, ants, invasive",5.311853,2.241993,Agronomy & Plant Sciences,Botánica y agronomía
"Calcaterra, Nora Beatriz","cnbp, zebrafish, tcof1, tcs, rgg, δnp63, craniofacial",-1.0826564,-0.3354211,Cell Biology & Oncology,Biología celular
"Cálcena, Eugenio Nicolás","homicide, montensis, chromosomes, chromosomal, yv, chromosome, juvenile",0.061448466,3.4872384,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Caldano, Sol Agustina","toco, ssj, tucanes, jujuy, ramphastos, aves, toucan",2.416156,5.1007648,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Caldarola, Martín","nanoantennas, tunable, adhesion, fluorescence, femtosecond, compensation, nanoscale",-4.4575696,0.28553444,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Caldart Valle, Carlos Sebastian","circadian, elegans, rhythms, light, magnetic, photic, clock",-1.870567,0.46990633,Cell Biology & Oncology,Biología celular
"Caldera, Martin","ductile, nodule, fepe, iron, cast, dpadi, ausferrite",-4.7921,0.5711436,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calderari, Luis Fernando","fdsi0, fdsi, tear, lentes, intraocular, visión, mtf",-3.4034283,2.9881372,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Calderazzo, Julio César","vwf, adamts13, huvec, e2, 2a, a1, mutation",-0.02396973,-2.463934,Cell Biology & Oncology,Biología celular
"Calderoli, Priscila Anabel","nifh, phylotypes, geobacter, soil, diazotrophic, denitrification, costeros",3.9648533,4.029311,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calderon Archina, Maria Aldana","indígenas, luis, san, policiales, huarpe, guanacache, huarpes",0.69995254,7.6040487,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calderón Ardila, Rolando","muon, muography, muons, volcano, machín, volcanic, mute",-7.218661,1.0530149,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calderón Bedoya, Pedro Antonio","magnetic, mechanochemical, ionps, iron, vials, oxide, fecl3",-5.1780615,-0.2112256,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calderón Diaz, Facundo Javier","rdi, hedgerows, sides, hedgerow, fruit, oil, pruned",2.7067626,1.8435899,Agronomy & Plant Sciences,Botánica y agronomía
"Calderón Fernández, Gustavo Mario","epicuticular, integument, infestans, hydrocarbon, triatoma, insecticide, females",4.935301,0.25225866,Agronomy & Plant Sciences,Botánica y agronomía
"Calderon Lopez, Sofia","natalianira, moruloidea, burdwood, pleotelson, especies, isopoda, sphaeromatidae",5.725615,3.9587033,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calderon, Cecilia Andrea","lithium, electrochemical, dendrite, monolayers, desorption, batteries, electrolyte",-4.879666,-0.50944936,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calderón, Claudia Patricia","hypertension, lithium, hipertensión, prescription, maximus, retina, 00",-0.8751869,0.70421946,Cell Biology & Oncology,Biología celular
"Calderón, Emilse Eliana","defensa, seguridad, política, internacional, defense, security, exterior",0.18344833,7.381907,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calderón, Francisco Alberto","braces, anclajes, anchors, hormigón, buckling, adhesive, cliffs",-4.3975453,1.1303788,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calderon, Gabriela","pueyrredon, ot, rural, territorial, pgp, ivsa, risk",2.653997,5.099527,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calderón, Gladys","flavescens, oligoryzomys, laucha, pygmy, clades, lnv, hantavirus",5.859928,2.9617374,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calderón, Gladys Ethel","virus, junin, musculinus, flaviviruses, latv, longicaudatus, wnv",2.7038903,-2.2265418,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Calderon, Jesus Humberto","lyrae, sx, stars, estrellas, phe, hawaii, cfht",-7.9192495,1.6771343,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calderón, Juan Pablo","antlia, galaxies, cluster, photometric, fornax, ngc, galaxy",-7.921353,1.7501278,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calderon, Julieta","comunitarias, organizaciones, andando, red, conurbano, rae, comunitarios",-1.2492756,6.861975,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calderón, Marcelo","dendrimer, delivery, trypsin, antichagasic, thermoresponsive, dox, copolymers",-3.400371,-0.23354968,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calderón, María","evar, costs, venezuela, hepatitis, aa, colombia, cpgs",-0.88729435,4.682404,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Calderon, Mirian Roxana","luis, san, biología, richness, siwq, embalses, agua",3.772395,4.070965,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calderón, Pablo Luciano Sebastian","malbec, genetic, doves, song, haplophases, species, columbids",5.5422177,2.450391,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calderón, Pablo Luis","wi, woven, definite, frames, matrices, perturbations, fusion",-6.027351,2.9725456,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calderone, Malena Agustina","light, bfmr, baumannii, pathogens, bfms, acinetobacter, bacterial",1.4762697,-0.6822163,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Caldevilla, M","leey, alpacas, llama, alpaca, csa, fibra, dmf",0.20162417,1.9078333,Cell Biology & Oncology,Biología celular
"Caldevilla, Mariana Leonor","bodipy581, c11, vitrified, 591, porcine, peroxidation, sperm",0.14957905,1.8675553,Cell Biology & Oncology,Biología celular
"Caldirola, María Soledad","nk, ebv, cells, stat5b, cd56, cvid, patients",0.15236062,-2.1121056,Cell Biology & Oncology,Biología celular
"Caldironi, Hugo Alfredo","gat, gaba, gats, acrolein, pha, tegu, meat",-1.305257,-0.3556055,Cell Biology & Oncology,Biología celular
"Caldiz, Claudia Irma","cardiac, myocardial, mr, angiotensin, nhe1, angii, egfr",-0.3803097,0.06533292,Cell Biology & Oncology,Biología celular
"Caldiz, Daniel Osmar","kphi, tuber, tubers, bal4, potato, foliage, parint",3.187093,0.65554786,Agronomy & Plant Sciences,Botánica y agronomía
"Caldo, Paula","mujeres, cossettini, cocina, brumana, historia, culinario, maestras",-0.8211713,7.960367,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calero, Alejandra Daniela","emotional, verbal, tmms, emocional, memory, wm, span",-2.2802503,5.309249,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Calero, Cecilia Ines","children, gabaarho1, font, parents, quercetin, dengue, taught",-2.3264496,5.3494167,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
