name,top_keywords,x,y,discipline_en,discipline_sp
"Acciaresi, Horacio Abel","glyphosate, nicosulfuron, johnsongrass, glifosato, biotypes, oxysporum, hybrids",3.513612,1.5540067,Agronomy & Plant Sciences,Botánica y agronomía
"Acciarri, Giuliana","faecalis, enterococcus, fat, miehei, potassium, kup, grasa",1.4199284,0.13199946,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Accolti Mostazo, Ernesto Enrique","sound, noise, headset, loudness, earphones, acoustics, directional",-3.4108415,3.432117,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Accordino, Sebastián R","molecules, supercooled, supercooling, structural, local, unstructured, density",-4.6272373,0.35788178,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Accordino, Sebastián Roberto","hydration, protein, water, propensity, binding, hydrogen, molecules",-4.562519,0.19152595,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Accorinti, Hernán Lucas","cuántica, quantum, modelos, pluralism, química, monismo, pluralismo",-6.0161285,1.9747636,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Accoroni, Cecilia","arveja, proteicos, expeller, variedades, molienda, concentrados, tamizado",3.0755875,2.0460737,Agronomy & Plant Sciences,Botánica y agronomía
"Accossano Pérez, Natalia Antonela","rhys, sebald, sargasso, gee, écfrasis, bertha, jean",-0.7170041,9.124991,Social Sciences & Humanities,Ciencias sociales y humanidades
"Accossatto, Romina Beatriz","aborto, derecho, feminist, feministas, abortion, salud, acceso",-0.8560564,7.4865985,Social Sciences & Humanities,Ciencias sociales y humanidades
"Acebal, Anahí Ayelén","infraestructura, santa, fe, hidrovía, infrastructure, infraestrutura, corredor",1.0684507,6.6797543,Social Sciences & Humanities,Ciencias sociales y humanidades
"Acebal, Carolina Cecilia","dllme, determination, analyte, preconcentration, extraction, method, glb",-3.2877648,-0.5616952,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acebal, Emiliano","ionization, electron, impact, eikonal, distorted, positron, continuum",-6.0369844,0.7454421,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acebal, María Florencia","bonapartii, porosissimus, bahía, cps, digeneos, sympterygia, estuario",5.308863,3.823707,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Acebedo, Maria Florencia","cerâmica, fabricação, prototipagem, projeto, earthenware, firing, prototyping",-4.5420628,0.37200823,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acebedo, Sofía Lorena","benzoxaborole, cedaf, steroid, boronolectins, azasteroids, ugi, chemoinformatic",-2.7863817,-1.2944132,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acebey Marinaro, Juan Cruz Daniel","kirchner, fernández, crisis, presidential, mito, alberto, presidente",-0.23777123,7.6390095,Social Sciences & Humanities,Ciencias sociales y humanidades
"Aceiro, María Agustina","reserve, cognitive, elderly, ss, mp, crq, adults",-1.9615141,4.365988,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Aceituno, Daniela","viviendas, btes, bioclimáticas, renovables, energías, diplomatura, anteproyecto",1.4646626,5.1543384,Social Sciences & Humanities,Ciencias sociales y humanidades
"Aceña, Andrés Esteban","isoperimetric, counterpoised, dust, dark, udi, black, matter",-6.4381657,1.6487869,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Aceñolaza, Florencio Gilberto","puncoviscana, cambrian, neoproterozoic, tienditas, zircon, detrital, jujuy",5.6655517,6.176385,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Aceñolaza, Guillermo Federico","cambrian, ordovician, cruziana, pygodus, hyolith, suncho, formation",6.250851,5.3088765,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Aceñolaza, Pablo Gilberto","paraná, delta, espinal, ríos, forest, nigra, incendios",4.431914,2.882898,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Acero Lagomarsino, Paula","familiar, agricultura, farming, organizativas, nudos, socioespaciales, af",0.86128646,6.217183,Social Sciences & Humanities,Ciencias sociales y humanidades
"Acevedo Gomez, Antonella Valeria","sábalo, pepsina, colágeno, extractos, pepsinas, piel, actividad",1.619209,1.0351163,Agronomy & Plant Sciences,Botánica y agronomía
"Acevedo, A","rwa, qtls, barley, dh, owbrec, owbdom, foliar",3.801755,1.4025322,Agronomy & Plant Sciences,Botánica y agronomía
"Acevedo, Agustín","rock, art, rupestre, deseado, arte, motivos, visual",2.9809542,7.843229,Social Sciences & Humanities,Ciencias sociales y humanidades
"Acevedo, Alberto","sugarcane, cane, bio, pirólisis, wastes, internode, bagasse",1.8273253,1.1711981,Agronomy & Plant Sciences,Botánica y agronomía
"Acevedo, Belén Andrea","cowpea, antioxidante, flours, vainas, caupí, hmt, jb",1.3470398,1.0566449,Agronomy & Plant Sciences,Botánica y agronomía
"Acevedo, Cristina","urtica, extract, circularis, 5g, vicenin, kg, oedema",2.0284252,0.27816778,Agronomy & Plant Sciences,Botánica y agronomía
"Acevedo, Daniel Germán","skin, gan, lightning, networks, lightweight, lesions, precipitation",-3.9610827,2.948414,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acevedo, Diego Fernando","pani, hydrogel, laser, polymer, films, nanocomposite, patterning",-3.7617404,-0.12039276,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acevedo, Eliana Belén","tordillo, damas, jurásico, río, aconcagua, formación, cuenca",5.4487433,6.4712977,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Acevedo, Gabriel Esteban","tmi, prenatal, 2018, 2015, nbi, determinantes, córdoba",-0.6815795,5.717442,Social Sciences & Humanities,Ciencias sociales y humanidades
"Acevedo, Gonzalo Raúl","cruzi, tg2, chagas, patients, cells, ccd, cd4",0.66713864,-2.8710368,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Acevedo, Julieta María","drosophila, hypoxia, thor, hif, dide, dmusashi, sud1",-0.2536513,-0.8255542,Cell Biology & Oncology,Biología celular
"Acevedo, Laura Cecilia","concepções, força, uma, estudante, aula, enseñanza, epistemológicas",-2.1713598,6.4882407,Social Sciences & Humanities,Ciencias sociales y humanidades
"Acevedo, María Belén","ethanol, lma, adolescent, rats, tactile, effects, induced",-1.5375168,1.2810607,Cell Biology & Oncology,Biología celular
"Acevedo, María E","tcbz, sligo, oberon, cullompton, nmol, gsr, bp",-3.061395,-1.0194865,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acevedo, María Elina","hhv, orf, ks, subtype, lambda, gamma, subtypes",1.9574858,-2.6037738,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Acevedo, Mariela","historietas, comics, feminista, graphic, feminist, kosofsky, quadrinhos",-0.9873363,7.8273835,Social Sciences & Humanities,Ciencias sociales y humanidades
"Acevedo, Mariela Hemilse","frame, pragmatistas, prioris, collective, cultural, cefaï, críticas",-0.9105071,8.422206,Social Sciences & Humanities,Ciencias sociales y humanidades
"Acevedo, Mauro Dino","hmcm22, amberlyst, glycerol, triacetin, alkylation, hzsm5, catalysts",-4.628453,-1.153099,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acevedo, Nuria","freeze, dried, neb, color, opacity, sliced, tg",1.7714789,1.296271,Agronomy & Plant Sciences,Botánica y agronomía
"Acevedo, Raúl Maximiliano","ilex, paraguariensis, rna, paternidad, spectrumtm, víctima, caffeine",3.9358268,0.707605,Agronomy & Plant Sciences,Botánica y agronomía
"Acevedo, Rogelio Daniel","rocks, fuegian, plutons, fuego, tierra, jepén, rocas",5.508076,6.3781466,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Acevedo, Rubén","wavelet, ddwt, wpt, bci, detection, kn, kinematic",-3.0213673,3.0558183,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Acevedo, Rubén Carlos","gyroscope, fo, hrv, gait, foot, ic, detection",-2.9587939,2.9659233,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Acevedo, Santiago Daniel","antiferromagnet, spin, honeycomb, frustrated, dm, magnetic, magnons",-5.8594866,1.193406,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acevedo, Verónica","cureña, cañón, arqueología, soporte, comunicar, cnaa, güiraldes",2.586909,7.8312874,Social Sciences & Humanities,Ciencias sociales y humanidades
"Acevedo, Verónica Judith","humahuaca, quebrada, black, negro, jujuy, cannon, areco",2.7987819,7.8713894,Social Sciences & Humanities,Ciencias sociales y humanidades
"Acha, Betiana Andrea","jute, composites, pp, fibers, tensile, lignin, polypropylene",-3.8939927,0.371328,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acha, Carlos Enrique","ybco, interfaces, resistive, electrical, switching, resistance, metal",-5.477641,0.14479479,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acha, Eduardo Marcelo","shelf, front, fish, fronts, zooplankton, surf, jellyfish",4.952824,4.380505,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Acha, José Omar","marxismo, historia, bleichmar, marx, astrada, política, social",-0.43044886,8.271478,Social Sciences & Humanities,Ciencias sociales y humanidades
"Achad, Mariana","pm2, aerosol, ng, aod, sza, arfe, pm10",2.9976897,5.0852547,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Achad, Mario Oscar","sarcoidosis, dtc, glucocorticoides, thyroid, patients, cln, thyroidectomy",-1.2085261,1.7221566,Cell Biology & Oncology,Biología celular
"Achaga, Romina Valeria","magnetic, paleomagnetic, ce, lake, rock, laguna, titano",5.2376146,6.08668,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Achaval, Pastor Ignacio","grano, carlo, partículas, grain, monte, particles, borde",-5.006242,1.1206111,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Achiary, Malena","plants, mycorrhizae, nm, ciliaris, drought, proline, nacl",3.785393,1.452489,Agronomy & Plant Sciences,Botánica y agronomía
"Achilli, Ana Laura","grano, durum, ancho, methylated, gwas, qtl, perímetro",3.8618686,1.1374766,Agronomy & Plant Sciences,Botánica y agronomía
"Achilli, Carla","juegos, cooperativos, talleres, sexual, 26150, education, pesi",-1.3009558,7.1482797,Social Sciences & Humanities,Ciencias sociales y humanidades
"Achilli, Estefanía Edith","imac, tagged, plasmon, nanoparticles, share, hybrid, recombinant",-3.4458613,-0.3712146,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Achimón, Fernanda","pulegona, eos, verticillioides, zeamais, lecitina, maize, oils",2.584869,0.76801723,Agronomy & Plant Sciences,Botánica y agronomía
"Achinelli, Fabio Germán","flooding, clones, wood, clone, salix, invernáculo, leaf",4.0026636,2.1926358,Agronomy & Plant Sciences,Botánica y agronomía
"Achinelly, Maria Fernanda","bacteriophora, spiculatus, heterorhabditis, nematode, nematodes, argentinensis, mermithidae",5.9652076,2.5789065,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Achiorno, Cecilia Lujan","nobilii, cercarias, cercariae, parchappii, preparasitic, malathion, chordodes",3.043659,3.3256712,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Achitte Schmutzler, Helga Cecilia","thomisidae, ramsar, araneidae, arañas, diversidad, especies, diversity",5.9523544,2.556634,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Achkar, Natalia Patricia","mirna, hyl1, aar2, biogenesis, mirnas, etiolated, pri",3.4068322,-0.09240118,Agronomy & Plant Sciences,Botánica y agronomía
"Achkar, Victoria Gabriela","milp, wells, scheduling, echelon, operations, als, formulation",-4.564294,2.877556,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Aciar, María Eugenia","drought, dendrochronological, chronologies, llao, fieldweek, sadef, dendrochronology",2.9320486,7.7035117,Social Sciences & Humanities,Ciencias sociales y humanidades
"Aciar, Rafael Hernán","buenaventura, velasco, sierra, ígneo, pampeanas, sierras, metamórfico",5.456761,6.3262844,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Aciar, Silvana Vanesa","negotiation, recommender, companies, parking, business, user, sps",-4.2563963,3.5157454,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acien Fernandez, Francisco Gabriel","penaeoid, rhc, bate, fracciones, bioestimulante, hc, 1888",3.3446422,3.5055034,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Acierno, Juan Pablo","scp2, ultracompact, espδw, rg, licheniformis, compactness, lactamases",0.22645931,-0.81099296,Cell Biology & Oncology,Biología celular
"Acinas, Sonia Ester","orlicz, approximation, inequalities, dµ, polynomial, operators, operator",-6.003258,2.879055,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acion, Laura","aud, alcohol, veterans, tbi, subjects, pharmacotherapy, drinking",-1.6836133,5.0225196,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Ackerley, María Isabel","multitud, comunicación, ciberactivismo, internet, sociales, tecnologías, calles",-0.6980985,7.3728576,Social Sciences & Humanities,Ciencias sociales y humanidades
"Ackermann, Gabriela","ciiu, emisiones, energía, flujos, físicos, hogares, scae",1.3772758,5.4482074,Social Sciences & Humanities,Ciencias sociales y humanidades
"Ackermann, Sergio Alfredo","scheduling, batching, multisite, multiproduct, batches, production, batch",-4.5101733,2.9431734,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acosta Buralli, Karen Elin","vbg, gbv, causal, esi, género, transformative, causales",-1.3258827,7.121209,Social Sciences & Humanities,Ciencias sociales y humanidades
"Acosta Burllaile, Leonel Gustavo","paleontología, tecnicatura, patrimonio, paleontológico, antarctic, antactic, mesozoic",6.134834,5.099794,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Acosta Coden, Diego Sebastián","quantum, qubit, pulses, dot, chains, control, chain",-5.9633694,1.4167008,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acosta Felquer, María Abelina","iberá, esteros, humedal, sudeste, colonia, corrientes, wetland",1.3336445,6.3906364,Social Sciences & Humanities,Ciencias sociales y humanidades
"Acosta Hospitaleche, Carolina Ileana Alicia","penguin, antarctica, eocene, seymour, fossil, penguins, antarctic",6.3758554,4.7505884,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Acosta Jofré, Maria Soledad","mimus, octopus, vulgaris, caries, bayes, tetricus, mutans",1.9266895,-0.8525748,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Acosta Nagle, Ana Eugenia","ancasti, circones, petrogenética, sierra, ne, brittle, deformación",5.6434727,6.2240167,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Acosta Olaya, Cristian de Jesús","populismo, populism, populist, political, colombia, gaitanista, gaitanismo",-0.38959497,8.098659,Social Sciences & Humanities,Ciencias sociales y humanidades
"Acosta Paz, Jhon Deivi","professorat, adúriz, química, formació, modelització, bravo, aportacions",-2.1816134,6.4744134,Social Sciences & Humanities,Ciencias sociales y humanidades
"Acosta Rodriguez, Eva Virginia","cells, cd39, cd8, cell, cd4, tumor, tconv",0.09796813,-1.9867166,Cell Biology & Oncology,Biología celular
"Acosta Rodriguez, Gabriel","fractional, fsmg, counterexamples, regularity, domains, sobolev, cusps",-5.773108,2.6924484,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Acosta Rodríguez, Victoria América","rgc, gpl, rhythms, per1, clock, pemt, cells",-1.7881176,0.4315195,Cell Biology & Oncology,Biología celular
